work_id,work_name,source_file,is_spell,sentence_number,question_type,category,question,option_A,option_B,option_C,option_D,correct_answer,correct_term,original_sentence
T1064,《千手千眼觀世音菩薩大悲心陀羅尼》(大悲咒),T1064_001.txt,True,2,multiple_choice,專有名詞,南無喝囉怛娜哆囉夜㖿(一)南無阿唎㖿(二)婆盧羯帝爍鉢囉㖿(三)OOOO婆㖿(四)摩訶薩埵婆㖿(五)摩訶迦盧尼迦㖿(六),安樂行品,菩提薩埵,護法諸天,般遮于瑟,B,菩提薩埵,南無喝囉怛娜哆囉夜㖿(此是觀世音菩薩本身，大須慈悲用心讀誦，勿高聲神性急)(一)　南無阿唎㖿(此是如意輪菩薩本身，到此須存心)(二)　婆盧羯帝爍鉢囉㖿(此是持鉢觀世音菩薩本身，若欲取舍利骨，誦此存想菩薩持鉢)(三)　菩提薩埵婆㖿(此是不空羂索菩薩，押大兵)(四)　摩訶薩埵婆㖿(此是菩薩種子自誦呪之本身也)(五)　摩訶迦盧尼迦㖿(此是馬鳴菩薩本身，手把鈸折羅即是)(六)
T1064,《千手千眼觀世音菩薩大悲心陀羅尼》(大悲咒),T1064_001.txt,True,3,cloze,教義概念,OO悉吉栗埵伊蒙阿唎㖿(十)婆盧吉帝室佛羅㘄馱婆(十一)OO那囉謹墀(十二)醯唎摩訶皤哆沙咩(十三),,,,,南無,南無,南無悉吉栗埵伊蒙阿唎㖿(此是龍樹菩薩本身，大須用心誦此，勿疎失，菩薩性急)(十)　婆盧吉帝室佛羅㘄馱婆(此是圓滿報身盧舍那佛)(十一)　南無那囉謹墀(此是清淨法身毘盧遮那佛本身，大須用心)(十二)　醯唎摩訶皤哆沙咩(羊鳴，此是羊頭神王，共諸天魔為眷屬)(十三)
T1064,《千手千眼觀世音菩薩大悲心陀羅尼》(大悲咒),T1064_001.txt,True,4,cloze,教義概念,OO喝囉怛那哆囉夜耶(七十六)OO阿唎㖿(七十七)婆盧吉帝(七十八)爍皤囉夜(七十九)娑婆訶(八十)悉殿都(八十一)漫哆羅(八十二)跋馱耶(八十三)娑婆訶(八十四),,,,,南無,南無,南無喝囉怛那哆囉夜耶(七十六)　南無阿唎㖿(七十七)　婆盧吉帝(七十八)　爍皤囉夜(七十九)　娑婆訶(八十)　悉殿都(八十一)　漫哆羅(八十二)　跋馱耶(八十三)　娑婆訶(八十四)
T1064,《千手千眼觀世音菩薩大悲心陀羅尼》(大悲咒),T1064_001.txt,True,5,cloze,教義概念,俱盧俱盧羯懞(二十七)度盧度盧罰闍耶帝(二十八)OOOOOO(二十九)陀羅陀羅(三十)地唎尼(三十一),,,,,摩訶罰闍耶帝,摩訶罰闍耶帝,俱盧俱盧羯懞(此是空身菩薩，押天大將軍，領二十萬億天兵也)(二十七)　度盧度盧罰闍耶帝(此是嚴峻菩薩，押孔雀王蠻兵也)(二十八)　摩訶罰闍耶帝(同前)(二十九)　陀羅陀羅(此是觀世音菩薩大丈夫身即是也)(三十)　地唎尼(此是師子王，兵驗讀誦)(三十一)
X1480,《千手眼大悲心咒行法》(大悲懺),X1480_001.txt,False,1,multiple_choice,專有名詞,令我等內外障緣寂滅。自他行願圓成。開本見知。制諸魔外。決定得生OOOOOOOO。,華光開敷遍身如來,阿彌陀佛極樂世界,地藏菩薩滅罪真言,應無所住而生其心,B,阿彌陀佛極樂世界,令我等內外障緣寂滅。自他行願圓成。開本見知。制諸魔外。決定得生阿彌陀佛極樂世界。
X1480,《千手眼大悲心咒行法》(大悲懺),X1480_001.txt,False,2,multiple_choice,教義概念,能禮所禮性空寂　OOOO難思議,心不顛倒,廣長舌相,感應道交,不可思議,C,感應道交,能禮所禮性空寂　感應道交難思議
X1480,《千手眼大悲心咒行法》(大悲懺),X1480_001.txt,False,3,cloze,教義概念,OOOO。本具千法。皆有神力。及以智明。上等佛心。下同含識。,,,,,現前一心,現前一心,現前一心。本具千法。皆有神力。及以智明。上等佛心。下同含識。
X1480,《千手眼大悲心咒行法》(大悲懺),X1480_001.txt,False,4,cloze,教義概念,觀世音菩薩白佛言。世尊。若諸眾生。誦持OOOO。墮三惡道者。我誓不成正覺。,,,,,大悲神呪,大悲神呪,觀世音菩薩白佛言。世尊。若諸眾生。誦持大悲神呪。墮三惡道者。我誓不成正覺。
X1480,《千手眼大悲心咒行法》(大悲懺),X1480_001.txt,False,5,cloze,專有名詞,南無過去正法明如來現前OOOOO。成妙功德。具大慈悲。於一身心。現千手眼。照見法界。護持眾生。,,,,,觀世音菩薩,觀世音菩薩,南無過去正法明如來現前觀世音菩薩。成妙功德。具大慈悲。於一身心。現千手眼。照見法界。護持眾生。
T0412,《地藏菩薩本願經》,T0412-001-002.txt,False,1,multiple_choice,專有名詞,OOOO眾生，舉止動念，無不是業，無不是罪，何況恣情殺害、竊盜、邪婬、妄語，百千罪狀？,般遮于瑟,執金剛神,薩陀波崙,南閻浮提,D,南閻浮提,南閻浮提眾生，舉止動念，無不是業，無不是罪，何況恣情殺害、竊盜、邪婬、妄語，百千罪狀？
T0412,《地藏菩薩本願經》,T0412-001-002.txt,False,2,multiple_choice,數字術語,若有男子女人，在生不修善因，多造眾罪，命終之後，眷屬小大為造福利一切聖事，OOOO，而乃獲一，六分功德，生者自利。,九種橫死,七千眷屬,四果聖者,七分之中,D,七分之中,若有男子女人，在生不修善因，多造眾罪，命終之後，眷屬小大為造福利一切聖事，七分之中，而乃獲一，六分功德，生者自利。
T0412,《地藏菩薩本願經》,T0412-001-002.txt,False,3,cloze,教義概念,OOOO，未解脫者，性識無定。惡習結業，善習結果，為善為惡，逐境而生。,,,,,一切眾生,一切眾生,一切眾生，未解脫者，性識無定。惡習結業，善習結果，為善為惡，逐境而生。
T0412,《地藏菩薩本願經》,T0412-001-002.txt,False,4,cloze,教義概念,我今盡未來際不可計劫，為是罪苦OOOO，廣設方便，盡令解脫，而我自身，方成佛道。,,,,,六道眾生,六道眾生,我今盡未來際不可計劫，為是罪苦六道眾生，廣設方便，盡令解脫，而我自身，方成佛道。
T0412,《地藏菩薩本願經》,T0412-001-002.txt,False,5,cloze,教義概念,若有眾生，不孝父母，或至殺害，當墮OOOO，千萬億劫，求出無期。,,,,,無間地獄,無間地獄,若有眾生，不孝父母，或至殺害，當墮無間地獄，千萬億劫，求出無期。
T0125,《增壹阿含經》,T0125-001-051.txt,False,1,multiple_choice,教義概念,諸惡莫作，諸善奉行，自淨其意，是OOO。,法性身,佛功德,諸佛教,蓮華族,C,諸佛教,諸惡莫作，諸善奉行，自淨其意，是諸佛教。
T0125,《增壹阿含經》,T0125-001-051.txt,False,2,multiple_choice,教義概念,諸惡莫作，諸善奉行，自淨其意，是OOO,眾生根,捨覺分,入涅槃,諸佛教,D,諸佛教,諸惡莫作，諸善奉行，自淨其意，是諸佛教
T0125,《增壹阿含經》,T0125_001_001.txt,False,3,cloze,教義概念,契經一分律二分，阿毘曇經復三分；過去三佛皆三分：契經、律、法為OO。,,,,,三藏,三藏,契經一分律二分，阿毘曇經復三分；過去三佛皆三分：契經、律、法為三藏。
T0125,《增壹阿含經》,T0125_001_001.txt,False,4,cloze,教義概念,諸惡莫作，諸善奉行，自淨其意，是OOO。,,,,,諸佛教,諸佛教,諸惡莫作，諸善奉行，自淨其意，是諸佛教。
T0125,《增壹阿含經》,T0125-001-051.txt,False,5,cloze,教義概念,怨怨不休息，自古有OO，無怨能勝怨，OO終不朽。,,,,,此法,此法,怨怨不休息，自古有此法，無怨能勝怨，此法終不朽。
T1567,《大乘中觀釋論》,T1567-001-009.txt,False,1,multiple_choice,教義概念,如OOOO，不在於緣中。,受想行識,事事無礙,諸法自性,金剛三昧,C,諸法自性,如諸法自性，不在於緣中。
T1567,《大乘中觀釋論》,T1567-001-009.txt,False,2,multiple_choice,教義概念,OOOOO，不斷亦不常等。,般若波羅蜜,息世譏嫌戒,不滅亦不生,菩薩摩訶薩,C,不滅亦不生,不滅亦不生，不斷亦不常等。
T1567,《大乘中觀釋論》,T1567-001-009.txt,False,3,cloze,教義概念,若法眾緣生，彼OOOO。,,,,,自性寂滅,自性寂滅,若法眾緣生，彼自性寂滅。
T1567,《大乘中觀釋論》,T1567-001-009.txt,False,4,cloze,教義概念,諸法OOO，非有亦非無。,,,,,無自性,無自性,諸法無自性，非有亦非無。
T1567,《大乘中觀釋論》,T1567-001-009.txt,False,5,cloze,教義概念,OO不自生。,,,,,諸法,諸法,諸法不自生。
T0829,《大乘離文字普光明藏經》,T0829_001.txt,False,1,multiple_choice,教義概念,所謂諸法不來不去、非因非緣、OOOO、無取無捨、不增不減。,光明無量,因地修行,如意寶珠,不生不滅,D,不生不滅,所謂諸法不來不去、非因非緣、不生不滅、無取無捨、不增不減。
T0829,《大乘離文字普光明藏經》,T0829_001.txt,False,2,multiple_choice,教義概念,善男子！無有少法是OOO。何以故？OOO者無所覺故。,偷蘭遮,如來覺,金剛族,蓮華族,B,如來覺,善男子！無有少法是如來覺。何以故？如來覺者無所覺故。
T0829,《大乘離文字普光明藏經》,T0829_001.txt,False,3,cloze,教義概念,善男子！一切法性OOOO是如來覺。,,,,,普光明藏,普光明藏,善男子！一切法性普光明藏是如來覺。
T0829,《大乘離文字普光明藏經》,T0829_001.txt,False,4,cloze,教義概念,世出世智依之以生，如母懷子，故名為藏。若智生時反照其本，如是法性為OOOOO之所攝藏，是故名為普光明藏。,,,,,般若波羅蜜,般若波羅蜜,世出世智依之以生，如母懷子，故名為藏。若智生時反照其本，如是法性為般若波羅蜜之所攝藏，是故名為普光明藏。
T0829,《大乘離文字普光明藏經》,T0829_001.txt,False,5,cloze,專有名詞,善男子！謂諸菩薩非己所安不加於物。若諸菩薩守護此法，即是能持OOOO一切禁戒。,,,,,諸佛如來,諸佛如來,善男子！謂諸菩薩非己所安不加於物。若諸菩薩守護此法，即是能持諸佛如來一切禁戒。
T0945,《大佛頂如來密因修證了義諸菩薩萬行首楞嚴經．楞嚴咒》(楞嚴咒),T0945_007_000.txt,True,1,multiple_choice,專有名詞,囉闍婆夜(百七十一)主囉婆夜(百七十二)阿祇尼婆夜(百七十三)烏陀迦婆夜(百七十四)吠沙婆夜(百七十五)舍薩多囉婆夜(百七十六)波囉斫羯囉婆夜(百七十七)OOOOO(百七十八),解冤結真言,突㗚叉婆夜,釋迦牟尼佛,破地獄真言,B,突㗚叉婆夜,囉闍婆夜(王難)(百七十一)　主囉婆夜(賊難)(百七十二)　阿祇尼婆夜(火難)(百七十三)　烏陀迦婆夜(水難)(百七十四)　吠沙婆夜(毒難)(百七十五)　舍薩多囉婆夜(刀仗難)(百七十六)　波囉斫羯囉婆夜(兵難)(百七十七)　突㗚叉婆夜(穀貴飢饉難)(百七十八)
T0945,《大佛頂如來密因修證了義諸菩薩萬行首楞嚴經．楞嚴咒》(楞嚴咒),T0945_007_000.txt,True,2,multiple_choice,專有名詞,薩皤提吠弊泮(二百九十七)薩皤那那伽弊泮(二百九十八)薩皤藥叉弊泮(二百九十九)薩皤OOO弊泮(三百)薩皤阿素囉弊泮(三百一)薩皤揭嚕茶弊泮(三百二)薩皤緊那羅弊泮(三百三)薩皤摩護囉伽弊泮(三百四),金剛經,莎婆訶,乾闥婆,須陀洹,C,乾闥婆,薩皤提吠弊泮(一切天神)(二百九十七)　薩皤那那伽弊泮(一切龍眾)(二百九十八)　薩皤藥叉弊泮(一切勇鬼神)(二百九十九)　薩皤乾闥婆弊泮(一切音樂神)(三百)　薩皤阿素囉弊泮(三百一)　薩皤揭嚕茶弊泮(三百二)　薩皤緊那羅弊泮(三百三)　薩皤摩護囉伽弊泮(三百四)
T0945,《大佛頂如來密因修證了義諸菩薩萬行首楞嚴經．楞嚴咒》(楞嚴咒),T0945_007_000.txt,True,3,cloze,教義概念,南牟薩怛他蘇伽哆耶(一)阿囉訶帝OOOOO耶(二)娜牟薩婆勃陀(三)勃地薩哆吠弊(四)娜牟颯哆喃OOOOO俱胝喃(五),,,,,三藐三菩陀,三藐三菩陀,南牟薩怛他蘇伽哆耶(歸命一切諸佛)(一)　阿囉訶帝三藐三菩陀耶(歸命一切如來應正等覺)(二)　娜牟薩婆勃陀(敬禮一切諸佛)(三)　勃地薩哆吠弊(歸命菩薩)(毘㖿反)(四)　娜牟颯哆喃三藐三菩陀俱胝喃(敬禮正遍知)(五)
T0945,《大佛頂如來密因修證了義諸菩薩萬行首楞嚴經．楞嚴咒》(楞嚴咒),T0945_007_000.txt,True,4,cloze,教義概念,娜牟婆伽筏帝(四十)阿彌陀婆耶(四十一)怛他揭多耶(四十二)阿囉訶帝OOOOO耶(四十三)娜牟婆伽筏帝(四十四)阿芻鞞也(四十五)怛他揭多耶(四十六)阿羅訶帝OOOOO耶(四十七),,,,,三藐三菩陀,三藐三菩陀,娜牟婆伽筏帝(四十)　阿彌陀(引)婆(引)耶(無量壽佛)(四十一)　怛他揭多耶(四十二)　阿囉訶帝三藐三菩陀耶(應等正覺)(四十三)　娜牟婆伽筏帝(四十四)　阿芻鞞也(阿閦如來)(四十五)　怛他揭多耶(四十六)　阿羅訶帝三藐三菩陀耶(四十七)
T0945,《大佛頂如來密因修證了義諸菩薩萬行首楞嚴經．楞嚴咒》(楞嚴咒),T0945_007_000.txt,True,5,cloze,教義概念,怛地他(四百二十六)唵(四百二十七)阿那㘑毘舍提(四百二十八)鞞囉(四百二十九)跋折囉(四百三十)阿唎畔陀(四百三十一)毘陀儞(四百三十二)跋折囉波尼泮(四百三十三)呼吽(四百三十四)咄嚕吽(四百三十五)OOO(四百三十六),,,,,莎皤訶,莎皤訶,怛地他(即說呪曰)(四百二十六)　唵(四百二十七)　阿那㘑毘舍提(四百二十八)　鞞囉(四百二十九)　跋折囉(四百三十)　阿唎畔陀(四百三十一)　毘陀儞(四百三十二)　跋折囉波尼泮(四百三十三)　呼吽(四百三十四)　咄嚕吽(三合)(四百三十五)　莎皤訶(四百三十六)
T0268,《大廣博嚴淨不退轉法輪經》,T0268_002.txt,False,1,multiple_choice,數字術語,信知OO與法界等。云何信知？所謂此界以諸音聲文字故說，實不可得。,六根,五惡,六界,十善,C,六界,信知六界與法界等。云何信知？所謂此界以諸音聲文字故說，實不可得。
T0268,《大廣博嚴淨不退轉法輪經》,T0268_002.txt,False,2,multiple_choice,數字術語,菩薩摩訶薩，已過八邪修OOO不著八正，過凡夫法而無所作，逮平等道過凡夫法。,八解脫,四威儀,八聖道,五善根,A,八解脫,菩薩摩訶薩，已過八邪修八解脫不著八正，過凡夫法而無所作，逮平等道過凡夫法。
T0268,《大廣博嚴淨不退轉法輪經》,T0268_002.txt,False,3,cloze,數字術語,不著佛道逮無染道，不疑佛菩提，不選擇戒，乃至不見佛戒；以不見故，不選擇戒不分別戒，永斷OO不住三界。,,,,,三結,三結,不著佛道逮無染道，不疑佛菩提，不選擇戒，乃至不見佛戒；以不見故，不選擇戒不分別戒，永斷三結不住三界。
