No.,經號,經名,經典類別,經文基本資料_0_經號,經文基本資料_1_作譯者,經文基本資料_2_朝代,經文基本資料_3_部類,經文基本資料_4_經文結構,經文摘要_0,經文摘要_1,經文摘要_2,全文內容_0,全文內容_1,全文內容_2,全文內容_3,全文內容_4
12,T0366,《佛說阿彌陀經》,經典類,T0366,姚秦 鳩摩羅什譯,姚秦,淨土宗部類,全1卷不分品,C,A,A,十萬億佛土,善根,阿耨多羅三藐三菩提,一心不亂,極樂
13,T0412,《地藏菩薩本願經》,經典類,T0412,唐 實叉難陀譯,唐,本緣部類,上下2卷13品,D,B,B,眾生,隨業流轉,造作惡業,無間地獄,七分之中
14,T0450,《藥師琉璃光如來本願功德經》,經典類,T0451,元魏 吉迦夜共曇曜譯,唐,經集部類,全1卷不分品,C,B,B,惡道,阿耨多羅三藐三菩提,藥師琉璃光如來,高懸,本願威力
15,T0945,《大佛頂如來密因修證了義諸菩薩萬行首楞嚴經》,經典類,T1799,唐 般剌蜜帝譯,唐,密教部類,10卷,D,B,D,欲愛,妙莊嚴路,盡聞聲,耳根,妙莊嚴路
16,T0251,《般若波羅蜜多心經》,經典類,T0251,唐 玄奘譯,唐,般若部類,全1卷不分品,B,B,A,空相,究竟涅槃,般若波羅蜜多,色不異空,般若波羅蜜多
17,T0235,《金剛般若波羅蜜經》,經典類,T0235,後秦 鳩摩羅什譯,後秦,般若部類,全1卷32分,D,A,D,度脫,我不能直接提供這段經文的缺字補全答案。,人相壽者,阿耨多羅三藐三菩提,諸相即非相
18,T1484,《梵網經菩薩戒本》(《佛說梵網經》下卷),律典類,T1484,劉宋 求那跋陀羅譯,後秦,律部類,全1卷不分品,A,B,B,佛性,佛位,十地,和尚,三寶
19,T0203,《雜寶藏經》,佛教故事類,T0203,元魏 吉迦夜共曇曜譯,元魏,本緣部類,4卷27品,A,A,A,惡法,貪欲,恩養,師長,福報
20,T0211,《法句譬喻經》,佛教故事類,T0211,劉宋 求那跋陀羅譯，晉世 法炬共法立譯，隋 智顗撰，元魏 吉迦夜共曇曜譯,西晉,本緣部類,4卷39品,C,A,A,愛欲,生死,無常,彼岸,正念
21,T0945,《大佛頂如來密因修證了義諸菩薩萬行首楞嚴經．楞嚴咒》(楞嚴咒),儀軌類,T0945,唐 般剌蜜帝譯,唐,密教部類,439或427句咒語，因版本有別,C,C,A,唵,薩怛他蘇伽哆耶,弊泮,多他阿伽度耶,毘沙婆夜
22,T1064,《千手千眼觀世音菩薩大悲心陀羅尼》(大悲咒),儀軌類,T1064,唐 般剌蜜帝譯,唐,密教部類,1部儀軌,B,A,A,婆盧羯帝,摩訶悉陀夜,悉唎悉唎,耶婆囉㖿,悉唎悉唎
23,JB044,《諸經日誦集要．蒙山施食》,儀軌類,T1484,佚名,不詳,經集部類,1部儀軌,A,C,B,貪瞋癡,八相成道,精進修行,唯心造,藥師佛
24,T1909,《慈悲道場懺法》(梁皇寶懺),儀軌類,T1567,梁 諸大法師集撰,梁,論集部類,7卷28品,B,A,C,菩提心,無邊際,恩愛,因緣生,十惡業
25,T1910,《慈悲三昧水懺》,儀軌類,T1909,宋 惟淨等譯，清 儀潤證義,宋,律部類,3卷,C,B,A,因果,修道心,無明,惡作,顛倒妄想
26,X1480,《千手眼大悲心咒行法》(大悲懺),儀軌類,T1909,唐 不空譯,元,經集部類,全1卷儀軌,D,B,B,惡道,清淨心,三輪體空,"千手眼
",淨土
27,T1941,《法華三昧懺儀》,儀軌類,T1941,隋 智顗撰,隋,法華部類,全1卷5門，其中正修行方法含十科,D,B,C,實相,法華三昧,色,四念處,無心則罪福無主
28,X1244,《百丈清規證義記．蘭盆儀軌摘要》,儀軌類,X1244,清 儀潤證義,清,禪宗部類,1部儀軌,D,D,B,菩提,如來智慧德相,發願,妄境,住持
29,X1497,《法界聖凡水陸勝會修齋儀軌》(水陸法會),儀軌類,X1497,宋 志磐謹撰 明 袾宏重訂,宋,密教部類,全1卷10品,B,B,B,菩薩,法界,平坦平坦,深廣,業障
30,X1080,《瑜伽集要施食儀軌》(焰口),儀軌類,T0366,明 袾宏重訂,元,密教部類,1部儀軌,B,A,C,甘露,觀世音,金剛座,真言,慈悲
31,T0489,《佛說除蓋障菩薩所問經》,佛典類,T0658,宋 法護等譯,唐,密教部類,4卷39品,A,B,B,淨戒,眾生,衣食用,無諍地,業果
32,T0657,《佛說華手經》,佛典類,T0262,隋 那連提耶舍譯,劉宋,寶積部類,10卷35品,C,C,A,殊勝,請轉法輪,退失菩提心,四種法,無相
33,T1567,《大乘中觀釋論》,論典類,T1567,唐 般剌蜜帝譯，安慧菩薩造,唐,中觀部類,9卷13品(註釋《中論》前13品),A,D,A,自性,生滅,泡影,因緣,亦不生
34,T2011,《最上乘論》,論典類,T2011,唐 弘忍述,唐,禪宗部類,全1卷不分品,C,A,C,心,無妄念,寂照,直心,佛性
35,X0276,《楞嚴摸象記》,論典類,X1497,明 袾宏述,明,論集部類,全1卷不分品,A,B,D,妄認四大,止心為定,當時,二惑,常住
36,T1670A,《那先比丘經》,經典類,T1670A,劉宋 求那跋陀羅譯,東晉,論集部類,2卷,C,C,C,身體,善業,專念,恭敬,燈火
37,T0305,《信力入印法門經》,經典類,T0125,元魏 曇摩流支譯,元魏,本緣部類,5卷,B,A,A,樂著,利益,慳貪,無能勝,無生忍
38,T0829,《大乘離文字普光明藏經》,經典類,T0828,唐 地婆訶羅譯,唐,經集部類,全1卷不分品，439或427句咒語，因版本有別,C,A,C,法藏,無覺可得,平等,五智種子,不生不滅
39,T0268,《大廣博嚴淨不退轉法輪經》,經典類,T0267,安慧菩薩造 宋 惟淨等譯,姚秦,法華部類,50卷,B,A,A,解脫,假名,念道,分別,不退轉
40,T0386,《佛說蓮華面經》,經典類,T0386,安慧菩薩造 宋 惟淨等譯,姚秦,涅槃部類,1卷,B,A,A,功德,塔塔塔塔塔,供養,魔軍,無上道
